Subscriber ID,Show,Episodes Watched,Episode Length (m),Total Mins watched,
591,Pony,0.07,30,2,591
591,Lorax,0.07,30,2,591
590,Walking Dead,3.03,40,121,590
590,Lost,1.07,45,48,590
590,Mad Men,0.09,45,4,590
590,Weeds,0.03,30,1,590
590,Pony,0.03,30,1,590
590,Lorax,0.03,30,1,590
589,Walking Dead,3.20,40,128,589
589,Lost,1.31,45,59,589
589,Weeds,0.20,30,6,589
589,Mad Men,0.36,45,16,589
589,Pony,0.13,30,4,589
589,Lorax,0.07,30,2,589
588,Walking Dead,3.05,40,122,588
588,Lost,1.16,45,52,588
588,Weeds,0.30,30,9,588
588,Mad Men,0.49,45,22,588
588,Pony,0.20,30,6,588
588,Lorax,0.20,30,6,588
587,Walking Dead,3.00,40,120,587
587,Lost,1.18,45,53,587
587,Weeds,0.27,30,8,587
587,Mad Men,0.40,45,18,587
587,Pony,0.07,30,2,587
587,Lorax,0.07,30,2,587
586,Walking Dead,3.07,40,123,586
586,Lost,1.22,45,55,586
586,Pony,0.20,30,6,586
586,Weeds,0.17,30,5,586
586,Mad Men,0.27,45,12,586
586,Lorax,0.10,30,3,586
585,Walking Dead,2.83,40,113,585
585,Lost,1.24,45,56,585
585,Mad Men,0.67,45,30,585
585,Weeds,0.33,30,10,585
585,Pony,0.20,30,6,585
585,Lorax,0.13,30,4,585
584,Walking Dead,2.98,40,119,584
584,Lost,1.20,45,54,584
584,Mad Men,0.40,45,18,584
584,Weeds,0.17,30,5,584
584,Pony,0.17,30,5,584
584,Lorax,0.10,30,3,584
583,Walking Dead,2.98,40,119,583
583,Lost,1.11,45,50,583
583,Pony,0.20,30,6,583
583,Lorax,0.17,30,5,583
583,Weeds,0.10,30,3,583
583,Mad Men,0.09,45,4,583
582,Walking Dead,3.08,40,123,582
582,Lost,1.24,45,56,582
582,Weeds,0.20,30,6,582
582,Pony,0.13,30,4,582
582,Lorax,0.13,30,4,582
582,Mad Men,0.22,45,10,582
581,Walking Dead,2.77,40,111,581
581,Lost,0.84,45,38,581
581,Weeds,0.33,30,10,581
581,Mad Men,0.44,45,20,581
581,Pony,0.20,30,6,581
581,Lorax,0.17,30,5,581
580,Walking Dead,3.68,40,147,580
580,Lost,1.80,45,81,580
580,Weeds,0.13,30,4,580
580,Mad Men,0.22,45,10,580
580,Pony,0.10,30,3,580
580,Lorax,0.10,30,3,580
579,Walking Dead,2.68,40,107,579
579,Lost,0.71,45,32,579
579,Weeds,0.17,30,5,579
579,Pony,0.10,30,3,579
579,Lorax,0.03,30,1,579
579,Mad Men,0.00,45,0,579
578,Walking Dead,2.77,40,111,578
578,Lost,0.98,45,44,578
578,Weeds,0.37,30,11,578
578,Mad Men,0.71,45,32,578
578,Pony,0.30,30,9,578
578,Lorax,0.20,30,6,578
577,Walking Dead,3.70,40,148,577
577,Lost,1.80,45,81,577
577,Pony,0.23,30,7,577
577,Lorax,0.10,30,3,577
577,Mad Men,0.00,45,0,577
577,Weeds,0.00,30,0,577
576,Walking Dead,3.08,40,123,576
576,Lost,1.40,45,63,576
576,Weeds,0.33,30,10,576
576,Mad Men,0.58,45,26,576
576,Lorax,0.20,30,6,576
576,Pony,0.17,30,5,576
575,Walking Dead,2.90,40,116,575
575,Lost,1.13,45,51,575
575,Weeds,0.30,30,9,575
575,Mad Men,0.40,45,18,575
575,Pony,0.17,30,5,575
575,Lorax,0.07,30,2,575
574,Walking Dead,3.03,40,121,574
574,Lost,1.33,45,60,574
574,Pony,0.20,30,6,574
574,Lorax,0.20,30,6,574
574,Weeds,0.13,30,4,574
574,Mad Men,0.22,45,10,574
573,Walking Dead,3.07,40,123,573
573,Lost,1.22,45,55,573
573,Weeds,0.30,30,9,573
573,Mad Men,0.36,45,16,573
573,Pony,0.10,30,3,573
573,Lorax,0.03,30,1,573
572,Walking Dead,2.70,40,108,572
572,Lost,0.87,45,39,572
572,Weeds,0.17,30,5,572
572,Pony,0.17,30,5,572
572,Mad Men,0.31,45,14,572
572,Lorax,0.13,30,4,572
571,Walking Dead,2.93,40,117,571
571,Lost,1.16,45,52,571
571,Weeds,0.37,30,11,571
571,Mad Men,0.58,45,26,571
571,Pony,0.20,30,6,571
571,Lorax,0.20,30,6,571
570,Walking Dead,2.93,40,117,570
570,Lost,1.02,45,46,570
570,Weeds,0.17,30,5,570
570,Pony,0.17,30,5,570
570,Lorax,0.17,30,5,570
570,Mad Men,0.27,45,12,570
569,Walking Dead,3.22,40,129,569
569,Lost,1.29,45,58,569
569,Mad Men,0.71,45,32,569
569,Weeds,0.33,30,10,569
569,Pony,0.20,30,6,569
569,Lorax,0.13,30,4,569
568,Walking Dead,2.72,40,109,568
568,Lost,0.96,45,43,568
568,Weeds,0.40,30,12,568
568,Mad Men,0.58,45,26,568
568,Pony,0.20,30,6,568
568,Lorax,0.13,30,4,568
567,Walking Dead,2.93,40,117,567
567,Lost,1.13,45,51,567
567,Mad Men,0.53,45,24,567
567,Weeds,0.27,30,8,567
567,Pony,0.03,30,1,567
567,Lorax,0.03,30,1,567
566,Walking Dead,2.98,40,119,566
566,Lost,1.07,45,48,566
566,Weeds,0.23,30,7,566
566,Mad Men,0.36,45,16,566
566,Pony,0.13,30,4,566
566,Lorax,0.07,30,2,566
565,Walking Dead,2.77,40,111,565
565,Lost,0.91,45,41,565
565,Weeds,0.37,30,11,565
565,Mad Men,0.67,45,30,565
565,Pony,0.13,30,4,565
565,Lorax,0.10,30,3,565
564,Walking Dead,3.10,40,124,564
564,Lost,1.29,45,58,564
564,Weeds,0.17,30,5,564
564,Lorax,0.17,30,5,564
564,Pony,0.13,30,4,564
564,Mad Men,0.22,45,10,564
563,Walking Dead,2.58,40,103,563
563,Lost,0.69,45,31,563
563,Weeds,0.20,30,6,563
563,Lorax,0.10,30,3,563
563,Mad Men,0.18,45,8,563
563,Pony,0.03,30,1,563
562,Walking Dead,2.88,40,115,562
562,Lost,0.98,45,44,562
562,Weeds,0.30,30,9,562
562,Mad Men,0.44,45,20,562
562,Pony,0.17,30,5,562
562,Lorax,0.10,30,3,562
561,Walking Dead,3.42,40,137,561
561,Lost,1.67,45,75,561
561,Pony,0.33,30,10,561
561,Lorax,0.23,30,7,561
561,Weeds,0.13,30,4,561
561,Mad Men,0.00,45,0,561
560,Walking Dead,2.88,40,115,560
560,Lost,1.11,45,50,560
560,Weeds,0.47,30,14,560
560,Mad Men,0.84,45,38,560
560,Pony,0.23,30,7,560
560,Lorax,0.10,30,3,560
559,Walking Dead,3.23,40,129,559
559,Lost,1.40,45,63,559
559,Weeds,0.30,30,9,559
559,Lorax,0.20,30,6,559
559,Pony,0.17,30,5,559
559,Mad Men,0.31,45,14,559
558,Walking Dead,3.35,40,134,558
558,Lost,1.56,45,70,558
558,Lorax,0.20,30,6,558
558,Weeds,0.13,30,4,558
558,Pony,0.13,30,4,558
558,Mad Men,0.00,45,0,558
557,Walking Dead,2.52,40,101,557
557,Lost,0.64,45,29,557
557,Weeds,0.10,30,3,557
557,Lorax,0.10,30,3,557
557,Mad Men,0.13,45,6,557
557,Pony,0.07,30,2,557
556,Walking Dead,3.20,40,128,556
556,Lost,1.29,45,58,556
556,Weeds,0.37,30,11,556
556,Mad Men,0.44,45,20,556
556,Pony,0.10,30,3,556
556,Lorax,0.10,30,3,556
555,Walking Dead,2.85,40,114,555
555,Lost,0.96,45,43,555
555,Weeds,0.17,30,5,555
555,Pony,0.17,30,5,555
555,Mad Men,0.22,45,10,555
555,Lorax,0.10,30,3,555
554,Walking Dead,2.70,40,108,554
554,Lost,0.98,45,44,554
554,Weeds,0.40,30,12,554
554,Mad Men,0.71,45,32,554
554,Pony,0.20,30,6,554
554,Lorax,0.17,30,5,554
553,Walking Dead,2.95,40,118,553
553,Lost,1.13,45,51,553
553,Weeds,0.23,30,7,553
553,Lorax,0.23,30,7,553
553,Pony,0.17,30,5,553
553,Mad Men,0.27,45,12,553
552,Walking Dead,2.72,40,109,552
552,Lost,0.80,45,36,552
552,Lorax,0.23,30,7,552
552,Pony,0.13,30,4,552
552,Mad Men,0.18,45,8,552
552,Weeds,0.07,30,2,552
551,Walking Dead,3.30,40,132,551
551,Lost,1.42,45,64,551
551,Weeds,0.23,30,7,551
551,Mad Men,0.40,45,18,551
551,Lorax,0.07,30,2,551
551,Pony,0.03,30,1,551
550,Walking Dead,3.47,40,139,550
550,Lost,1.67,45,75,550
550,Lorax,0.20,30,6,550
550,Weeds,0.17,30,5,550
550,Mad Men,0.31,45,14,550
550,Pony,0.07,30,2,550
549,Walking Dead,3.00,40,120,549
549,Lost,1.20,45,54,549
549,Pony,0.20,30,6,549
549,Weeds,0.17,30,5,549
549,Mad Men,0.31,45,14,549
549,Lorax,0.13,30,4,549
548,Walking Dead,3.28,40,131,548
548,Lost,1.51,45,68,548
548,Weeds,0.03,30,1,548
548,Pony,0.03,30,1,548
548,Mad Men,0.00,45,0,548
548,Lorax,0.00,30,0,548
547,Walking Dead,3.35,40,134,547
547,Lost,1.44,45,65,547
547,Weeds,0.27,30,8,547
547,Mad Men,0.36,45,16,547
547,Pony,0.10,30,3,547
547,Lorax,0.03,30,1,547
546,Walking Dead,3.15,40,126,546
546,Lost,1.20,45,54,546
546,Lorax,0.17,30,5,546
546,Pony,0.13,30,4,546
546,Weeds,0.10,30,3,546
546,Mad Men,0.18,45,8,546
545,Walking Dead,3.28,40,131,545
545,Lost,1.47,45,66,545
545,Mad Men,0.76,45,34,545
545,Weeds,0.37,30,11,545
545,Lorax,0.13,30,4,545
545,Pony,0.07,30,2,545
544,Walking Dead,3.20,40,128,544
544,Lost,1.24,45,56,544
544,Weeds,0.10,30,3,544
544,Pony,0.10,30,3,544
544,Lorax,0.03,30,1,544
544,Mad Men,0.04,45,2,544
543,Walking Dead,2.70,40,108,543
543,Lost,0.93,45,42,543
543,Weeds,0.23,30,7,543
543,Mad Men,0.40,45,18,543
543,Pony,0.13,30,4,543
543,Lorax,0.13,30,4,543
542,Walking Dead,3.18,40,127,542
542,Lost,1.29,45,58,542
542,Pony,0.20,30,6,542
542,Lorax,0.13,30,4,542
542,Weeds,0.07,30,2,542
542,Mad Men,0.00,45,0,542
541,Walking Dead,2.80,40,112,541
541,Lost,0.89,45,40,541
541,Weeds,0.23,30,7,541
541,Mad Men,0.40,45,18,541
541,Lorax,0.17,30,5,541
541,Pony,0.13,30,4,541
540,Walking Dead,2.77,40,111,540
540,Lost,0.98,45,44,540
540,Pony,0.10,30,3,540
540,Lorax,0.10,30,3,540
540,Weeds,0.07,30,2,540
540,Mad Men,0.00,45,0,540
539,Walking Dead,3.00,40,120,539
539,Lost,1.11,45,50,539
539,Pony,0.27,30,8,539
539,Lorax,0.13,30,4,539
539,Mad Men,0.18,45,8,539
539,Weeds,0.07,30,2,539
538,Walking Dead,3.00,40,120,538
538,Lost,1.27,45,57,538
538,Weeds,0.27,30,8,538
538,Mad Men,0.40,45,18,538
538,Lorax,0.10,30,3,538
538,Pony,0.03,30,1,538
537,Walking Dead,2.88,40,115,537
537,Lost,0.96,45,43,537
537,Mad Men,0.67,45,30,537
537,Weeds,0.33,30,10,537
537,Lorax,0.13,30,4,537
537,Pony,0.10,30,3,537
536,Walking Dead,3.23,40,129,536
536,Lost,1.40,45,63,536
536,Pony,0.17,30,5,536
536,Lorax,0.10,30,3,536
536,Mad Men,0.09,45,4,536
536,Weeds,0.03,30,1,536
535,Walking Dead,2.70,40,108,535
535,Lost,0.82,45,37,535
535,Weeds,0.30,30,9,535
535,Mad Men,0.49,45,22,535
535,Lorax,0.10,30,3,535
535,Pony,0.03,30,1,535
534,Walking Dead,3.48,40,139,534
534,Lost,1.82,45,82,534
534,Weeds,0.37,30,11,534
534,Mad Men,0.58,45,26,534
534,Pony,0.20,30,6,534
534,Lorax,0.13,30,4,534
533,Walking Dead,3.03,40,121,533
533,Lost,1.29,45,58,533
533,Weeds,0.07,30,2,533
533,Pony,0.03,30,1,533
533,Lorax,0.03,30,1,533
533,Mad Men,0.04,45,2,533
532,Walking Dead,2.40,40,96,532
532,Lost,0.60,45,27,532
532,Lorax,0.27,30,8,532
532,Pony,0.23,30,7,532
532,Mad Men,0.13,45,6,532
532,Weeds,0.07,30,2,532
531,Walking Dead,3.73,40,149,531
531,Lost,2.00,45,90,531
531,Lorax,0.13,30,4,531
531,Weeds,0.10,30,3,531
531,Mad Men,0.18,45,8,531
531,Pony,0.07,30,2,531
530,Walking Dead,3.32,40,133,530
530,Lost,1.44,45,65,530
530,Pony,0.20,30,6,530
530,Lorax,0.17,30,5,530
530,Weeds,0.07,30,2,530
530,Mad Men,0.00,45,0,530
529,Walking Dead,2.93,40,117,529
529,Lost,0.96,45,43,529
529,Lorax,0.17,30,5,529
529,Pony,0.13,30,4,529
529,Weeds,0.10,30,3,529
529,Mad Men,0.04,45,2,529
528,Walking Dead,3.23,40,129,528
528,Lost,1.40,45,63,528
528,Pony,0.20,30,6,528
528,Lorax,0.13,30,4,528
528,Weeds,0.03,30,1,528
528,Mad Men,0.00,45,0,528
527,Walking Dead,2.85,40,114,527
527,Lost,1.04,45,47,527
527,Pony,0.23,30,7,527
527,Weeds,0.20,30,6,527
527,Mad Men,0.36,45,16,527
527,Lorax,0.13,30,4,527
526,Walking Dead,3.10,40,124,526
526,Lost,1.18,45,53,526
526,Weeds,0.17,30,5,526
526,Pony,0.17,30,5,526
526,Lorax,0.17,30,5,526
526,Mad Men,0.27,45,12,526
525,Walking Dead,3.20,40,128,525
525,Lost,1.31,45,59,525
525,Weeds,0.30,30,9,525
525,Mad Men,0.36,45,16,525
525,Lorax,0.10,30,3,525
525,Pony,0.07,30,2,525
524,Walking Dead,3.07,40,123,524
524,Lost,1.16,45,52,524
524,Pony,0.13,30,4,524
524,Lorax,0.13,30,4,524
524,Weeds,0.10,30,3,524
524,Mad Men,0.13,45,6,524
523,Walking Dead,2.48,40,99,523
523,Lost,0.69,45,31,523
523,Weeds,0.23,30,7,523
523,Pony,0.13,30,4,523
523,Lorax,0.13,30,4,523
523,Mad Men,0.22,45,10,523
522,Walking Dead,3.37,40,135,522
522,Lost,1.42,45,64,522
522,Weeds,0.27,30,8,522
522,Mad Men,0.44,45,20,522
522,Lorax,0.13,30,4,522
522,Pony,0.10,30,3,522
521,Walking Dead,2.73,40,109,521
521,Lost,1.02,45,46,521
521,Mad Men,0.71,45,32,521
521,Weeds,0.33,30,10,521
521,Pony,0.17,30,5,521
521,Lorax,0.17,30,5,521
520,Walking Dead,2.80,40,112,520
520,Lost,1.07,45,48,520
520,Mad Men,0.58,45,26,520
520,Weeds,0.27,30,8,520
520,Lorax,0.17,30,5,520
520,Pony,0.13,30,4,520
519,Walking Dead,2.82,40,113,519
519,Lost,0.96,45,43,519
519,Pony,0.10,30,3,519
519,Lorax,0.10,30,3,519
519,Weeds,0.07,30,2,519
519,Mad Men,0.04,45,2,519
518,Walking Dead,2.98,40,119,518
518,Lost,1.02,45,46,518
518,Pony,0.17,30,5,518
518,Lorax,0.13,30,4,518
518,Weeds,0.03,30,1,518
518,Mad Men,0.00,45,0,518
517,Walking Dead,2.67,40,107,517
517,Lost,0.71,45,32,517
517,Lorax,0.13,30,4,517
517,Pony,0.10,30,3,517
517,Weeds,0.07,30,2,517
517,Mad Men,0.00,45,0,517
516,Walking Dead,2.73,40,109,516
516,Lost,0.89,45,40,516
516,Lorax,0.20,30,6,516
516,Mad Men,0.27,45,12,516
516,Weeds,0.13,30,4,516
516,Pony,0.10,30,3,516
515,Walking Dead,3.23,40,129,515
515,Lost,1.49,45,67,515
515,Weeds,0.23,30,7,515
515,Mad Men,0.36,45,16,515
515,Pony,0.13,30,4,515
515,Lorax,0.13,30,4,515
514,Walking Dead,2.92,40,117,514
514,Lost,0.93,45,42,514
514,Weeds,0.13,30,4,514
514,Pony,0.10,30,3,514
514,Lorax,0.07,30,2,514
514,Mad Men,0.00,45,0,514
513,Walking Dead,3.32,40,133,513
513,Lost,1.67,45,75,513
513,Pony,0.10,30,3,513
513,Lorax,0.10,30,3,513
513,Mad Men,0.00,45,0,513
513,Weeds,0.00,30,0,513
512,Walking Dead,2.72,40,109,512
512,Lost,0.89,45,40,512
512,Pony,0.23,30,7,512
512,Lorax,0.17,30,5,512
512,Weeds,0.10,30,3,512
512,Mad Men,0.09,45,4,512
511,Walking Dead,2.97,40,119,511
511,Lost,1.18,45,53,511
511,Weeds,0.27,30,8,511
511,Mad Men,0.40,45,18,511
511,Pony,0.10,30,3,511
511,Lorax,0.07,30,2,511
510,Walking Dead,3.27,40,131,510
510,Lost,1.56,45,70,510
510,Mad Men,0.53,45,24,510
510,Weeds,0.27,30,8,510
510,Pony,0.20,30,6,510
510,Lorax,0.13,30,4,510
509,Walking Dead,2.95,40,118,509
509,Lost,0.98,45,44,509
509,Pony,0.17,30,5,509
509,Lorax,0.10,30,3,509
509,Weeds,0.07,30,2,509
509,Mad Men,0.04,45,2,509
508,Walking Dead,2.85,40,114,508
508,Lost,1.07,45,48,508
508,Mad Men,0.53,45,24,508
508,Weeds,0.27,30,8,508
508,Pony,0.13,30,4,508
508,Lorax,0.07,30,2,508
507,Walking Dead,3.13,40,125,507
507,Lost,1.38,45,62,507
507,Weeds,0.27,30,8,507
507,Mad Men,0.49,45,22,507
507,Pony,0.10,30,3,507
507,Lorax,0.07,30,2,507
506,Walking Dead,2.52,40,101,506
506,Lost,0.64,45,29,506
506,Weeds,0.37,30,11,506
506,Mad Men,0.67,45,30,506
506,Pony,0.07,30,2,506
506,Lorax,0.07,30,2,506
505,Walking Dead,3.08,40,123,505
505,Lost,1.22,45,55,505
505,Weeds,0.33,30,10,505
505,Mad Men,0.62,45,28,505
505,Pony,0.20,30,6,505
505,Lorax,0.17,30,5,505
504,Walking Dead,2.97,40,119,504
504,Lost,1.27,45,57,504
504,Mad Men,0.53,45,24,504
504,Weeds,0.27,30,8,504
504,Lorax,0.17,30,5,504
504,Pony,0.10,30,3,504
503,Walking Dead,2.88,40,115,503
503,Lost,1.09,45,49,503
503,Mad Men,0.76,45,34,503
503,Weeds,0.33,30,10,503
503,Lorax,0.23,30,7,503
503,Pony,0.17,30,5,503
502,Walking Dead,3.00,40,120,502
502,Lost,1.20,45,54,502
502,Pony,0.17,30,5,502
502,Lorax,0.17,30,5,502
502,Weeds,0.03,30,1,502
502,Mad Men,0.00,45,0,502
501,Walking Dead,2.93,40,117,501
501,Lost,1.07,45,48,501
501,Pony,0.20,30,6,501
501,Lorax,0.13,30,4,501
501,Mad Men,0.09,45,4,501
501,Weeds,0.03,30,1,501
500,Walking Dead,3.42,40,137,500
500,Lost,1.49,45,67,500
500,Lorax,0.20,30,6,500
500,Pony,0.17,30,5,500
500,Weeds,0.10,30,3,500
500,Mad Men,0.04,45,2,500
499,Walking Dead,2.88,40,115,499
499,Lost,1.11,45,50,499
499,Mad Men,0.58,45,26,499
499,Weeds,0.27,30,8,499
499,Pony,0.13,30,4,499
499,Lorax,0.13,30,4,499
498,Walking Dead,2.53,40,101,498
498,Lost,0.56,45,25,498
498,Lorax,0.13,30,4,498
498,Pony,0.10,30,3,498
498,Weeds,0.03,30,1,498
498,Mad Men,0.00,45,0,498
497,Walking Dead,3.13,40,125,497
497,Lost,1.27,45,57,497
497,Weeds,0.23,30,7,497
497,Pony,0.17,30,5,497
497,Mad Men,0.27,45,12,497
497,Lorax,0.13,30,4,497
496,Walking Dead,2.80,40,112,496
496,Lost,0.89,45,40,496
496,Weeds,0.23,30,7,496
496,Pony,0.20,30,6,496
496,Lorax,0.17,30,5,496
496,Mad Men,0.31,45,14,496
495,Walking Dead,2.98,40,119,495
495,Lost,1.13,45,51,495
495,Weeds,0.20,30,6,495
495,Mad Men,0.31,45,14,495
495,Pony,0.13,30,4,495
495,Lorax,0.13,30,4,495
494,Walking Dead,3.00,40,120,494
494,Lost,1.24,45,56,494
494,Weeds,0.47,30,14,494
494,Mad Men,0.80,45,36,494
494,Lorax,0.13,30,4,494
494,Pony,0.07,30,2,494
493,Walking Dead,2.72,40,109,493
493,Lost,0.78,45,35,493
493,Pony,0.27,30,8,493
493,Lorax,0.17,30,5,493
493,Mad Men,0.04,45,2,493
493,Weeds,0.00,30,0,493
492,Walking Dead,3.12,40,125,492
492,Lost,1.38,45,62,492
492,Weeds,0.13,30,4,492
492,Pony,0.13,30,4,492
492,Lorax,0.13,30,4,492
492,Mad Men,0.00,45,0,492
491,Walking Dead,2.97,40,119,491
491,Lost,1.18,45,53,491
491,Mad Men,0.53,45,24,491
491,Weeds,0.27,30,8,491
491,Lorax,0.20,30,6,491
491,Pony,0.07,30,2,491
490,Walking Dead,2.97,40,119,490
490,Lost,1.11,45,50,490
490,Weeds,0.23,30,7,490
490,Mad Men,0.22,45,10,490
490,Pony,0.10,30,3,490
490,Lorax,0.07,30,2,490
489,Walking Dead,3.10,40,124,489
489,Lost,1.36,45,61,489
489,Weeds,0.13,30,4,489
489,Mad Men,0.18,45,8,489
489,Pony,0.03,30,1,489
489,Lorax,0.03,30,1,489
488,Walking Dead,2.82,40,113,488
488,Lost,0.96,45,43,488
488,Weeds,0.30,30,9,488
488,Mad Men,0.58,45,26,488
488,Pony,0.10,30,3,488
488,Lorax,0.10,30,3,488
487,Walking Dead,3.17,40,127,487
487,Lost,1.18,45,53,487
487,Lorax,0.17,30,5,487
487,Pony,0.13,30,4,487
487,Weeds,0.10,30,3,487
487,Mad Men,0.13,45,6,487
486,Walking Dead,2.62,40,105,486
486,Lost,0.71,45,32,486
486,Pony,0.17,30,5,486
486,Lorax,0.10,30,3,486
486,Weeds,0.07,30,2,486
486,Mad Men,0.00,45,0,486
485,Walking Dead,2.67,40,107,485
485,Lost,0.67,45,30,485
485,Weeds,0.17,30,5,485
485,Pony,0.10,30,3,485
485,Lorax,0.10,30,3,485
485,Mad Men,0.00,45,0,485
484,Walking Dead,2.88,40,115,484
484,Lost,0.96,45,43,484
484,Weeds,0.30,30,9,484
484,Mad Men,0.53,45,24,484
484,Lorax,0.17,30,5,484
484,Pony,0.07,30,2,484
483,Walking Dead,3.28,40,131,483
483,Lost,1.38,45,62,483
483,Lorax,0.13,30,4,483
483,Weeds,0.10,30,3,483
483,Pony,0.07,30,2,483
483,Mad Men,0.09,45,4,483
482,Walking Dead,3.05,40,122,482
482,Lost,1.16,45,52,482
482,Mad Men,0.53,45,24,482
482,Weeds,0.27,30,8,482
482,Pony,0.10,30,3,482
482,Lorax,0.03,30,1,482
481,Walking Dead,2.85,40,114,481
481,Lost,1.00,45,45,481
481,Weeds,0.17,30,5,481
481,Mad Men,0.22,45,10,481
481,Lorax,0.07,30,2,481
481,Pony,0.00,30,0,481
480,Walking Dead,3.05,40,122,480
480,Lost,1.29,45,58,480
480,Weeds,0.43,30,13,480
480,Mad Men,0.67,45,30,480
480,Pony,0.03,30,1,480
480,Lorax,0.03,30,1,480
479,Walking Dead,3.27,40,131,479
479,Lost,1.53,45,69,479
479,Mad Men,0.67,45,30,479
479,Weeds,0.30,30,9,479
479,Lorax,0.17,30,5,479
479,Pony,0.13,30,4,479
478,Walking Dead,3.17,40,127,478
478,Lost,1.27,45,57,478
478,Weeds,0.23,30,7,478
478,Mad Men,0.13,45,6,478
478,Pony,0.07,30,2,478
478,Lorax,0.03,30,1,478
477,Walking Dead,2.93,40,117,477
477,Lost,1.00,45,45,477
477,Weeds,0.13,30,4,477
477,Mad Men,0.22,45,10,477
477,Pony,0.10,30,3,477
477,Lorax,0.07,30,2,477
476,Walking Dead,3.42,40,137,476
476,Lost,1.56,45,70,476
476,Pony,0.17,30,5,476
476,Lorax,0.13,30,4,476
476,Weeds,0.10,30,3,476
476,Mad Men,0.18,45,8,476
475,Walking Dead,2.52,40,101,475
475,Lost,0.69,45,31,475
475,Mad Men,0.62,45,28,475
475,Weeds,0.30,30,9,475
475,Pony,0.10,30,3,475
475,Lorax,0.07,30,2,475
474,Walking Dead,2.58,40,103,474
474,Lost,0.73,45,33,474
474,Mad Men,0.62,45,28,474
474,Weeds,0.30,30,9,474
474,Pony,0.17,30,5,474
474,Lorax,0.13,30,4,474
473,Walking Dead,3.27,40,131,473
473,Lost,1.53,45,69,473
473,Pony,0.20,30,6,473
473,Lorax,0.13,30,4,473
473,Weeds,0.07,30,2,473
473,Mad Men,0.00,45,0,473
472,Walking Dead,2.87,40,115,472
472,Lost,1.02,45,46,472
472,Weeds,0.23,30,7,472
472,Mad Men,0.22,45,10,472
472,Pony,0.03,30,1,472
472,Lorax,0.03,30,1,472
471,Walking Dead,3.60,40,144,471
471,Lost,1.82,45,82,471
471,Lorax,0.17,30,5,471
471,Weeds,0.13,30,4,471
471,Pony,0.13,30,4,471
471,Mad Men,0.00,45,0,471
470,Walking Dead,3.20,40,128,470
470,Lost,1.58,45,71,470
470,Weeds,0.20,30,6,470
470,Mad Men,0.36,45,16,470
470,Pony,0.17,30,5,470
470,Lorax,0.10,30,3,470
469,Walking Dead,3.25,40,130,469
469,Lost,1.31,45,59,469
469,Pony,0.17,30,5,469
469,Weeds,0.13,30,4,469
469,Lorax,0.13,30,4,469
469,Mad Men,0.04,45,2,469
468,Walking Dead,3.18,40,127,468
468,Lost,1.44,45,65,468
468,Weeds,0.17,30,5,468
468,Mad Men,0.22,45,10,468
468,Pony,0.07,30,2,468
468,Lorax,0.07,30,2,468
467,Walking Dead,2.90,40,116,467
467,Lost,1.20,45,54,467
467,Weeds,0.30,30,9,467
467,Mad Men,0.49,45,22,467
467,Pony,0.10,30,3,467
467,Lorax,0.10,30,3,467
466,Walking Dead,2.87,40,115,466
466,Lost,0.96,45,43,466
466,Weeds,0.37,30,11,466
466,Mad Men,0.71,45,32,466
466,Pony,0.00,30,0,466
466,Lorax,0.00,30,0,466
465,Walking Dead,2.93,40,117,465
465,Lost,1.11,45,50,465
465,Lorax,0.33,30,10,465
465,Mad Men,0.40,45,18,465
465,Weeds,0.20,30,6,465
465,Pony,0.17,30,5,465
464,Walking Dead,2.62,40,105,464
464,Lost,0.71,45,32,464
464,Pony,0.20,30,6,464
464,Weeds,0.17,30,5,464
464,Lorax,0.10,30,3,464
464,Mad Men,0.13,45,6,464
463,Walking Dead,2.87,40,115,463
463,Lost,1.07,45,48,463
463,Mad Men,0.49,45,22,463
463,Weeds,0.23,30,7,463
463,Pony,0.07,30,2,463
463,Lorax,0.03,30,1,463
462,Walking Dead,2.83,40,113,462
462,Lost,1.00,45,45,462
462,Pony,0.27,30,8,462
462,Lorax,0.20,30,6,462
462,Weeds,0.10,30,3,462
462,Mad Men,0.18,45,8,462
461,Walking Dead,3.22,40,129,461
461,Lost,1.36,45,61,461
461,Weeds,0.20,30,6,461
461,Lorax,0.17,30,5,461
461,Pony,0.10,30,3,461
461,Mad Men,0.13,45,6,461
460,Walking Dead,2.75,40,110,460
460,Lost,0.91,45,41,460
460,Weeds,0.30,30,9,460
460,Mad Men,0.58,45,26,460
460,Pony,0.17,30,5,460
460,Lorax,0.13,30,4,460
459,Walking Dead,2.72,40,109,459
459,Lost,0.87,45,39,459
459,Weeds,0.30,30,9,459
459,Mad Men,0.49,45,22,459
459,Pony,0.03,30,1,459
459,Lorax,0.00,30,0,459
458,Walking Dead,2.83,40,113,458
458,Lost,0.80,45,36,458
458,Weeds,0.17,30,5,458
458,Pony,0.17,30,5,458
458,Lorax,0.17,30,5,458
458,Mad Men,0.00,45,0,458
457,Walking Dead,2.87,40,115,457
457,Lost,1.11,45,50,457
457,Weeds,0.23,30,7,457
457,Mad Men,0.36,45,16,457
457,Lorax,0.17,30,5,457
457,Pony,0.13,30,4,457
456,Walking Dead,2.78,40,111,456
456,Lost,0.96,45,43,456
456,Weeds,0.17,30,5,456
456,Lorax,0.13,30,4,456
456,Mad Men,0.13,45,6,456
456,Pony,0.07,30,2,456
455,Walking Dead,3.68,40,147,455
